proyecto,nombre_proyecto,tipo_proyecto,fase,actividad,material,unidad_medida,cantidad_material,costo_unitario,costo_material,dias_trabajados,duracion_estimada,duracion_real,retraso_dias,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,ciudad,clima,estado_costo,fecha_inicio,fecha_fin,offset_inicio,duracion_calculada
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Vaciado,Concreto,m3,5,350000,1750000,27,27,27,0,130000,3510000,3510000,0,0.0,Bogotá,Nublado,En presupuesto,2025-01-19,2025-02-13,18,25
9,Centro Empresarial Nova,Comercial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,23,30,23,-7,130000,3900000,2990000,910000,23.33333333333333,Bogotá,Nublado,Ahorro,2025-01-18,2025-03-10,17,51
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,1,300000,300000,5,6,5,-1,100000,600000,500000,100000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-01-15,2025-02-18,14,34
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,16,200000,3200000,14,15,14,-1,110000,1650000,1540000,110000,6.666666666666667,Bogotá,Nublado,Ahorro,2025-01-19,2025-02-18,18,30
6,Centro Comercial Plaza Central,Comercial,Acabados,Estuco,Estuco plástico,Bulto,28,30000,840000,10,9,10,1,95000,855000,950000,-95000,-11.11111111111111,Bogotá,Lluvia,Sobrecosto,2025-01-18,2025-03-01,17,42
6,Centro Comercial Plaza Central,Comercial,Acabados,Pintura,Pintura,Galón,7,90000,630000,11,11,11,0,90000,990000,990000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-23,2025-02-07,22,15
1,Urbanización Los Almendros,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,6,300000,1800000,9,11,9,-2,100000,1100000,900000,200000,18.181818181818183,Bogotá,Soleado,Ahorro,2025-01-17,2025-01-11,16,-6
9,Centro Empresarial Nova,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,10,250000,2500000,6,7,6,-1,95000,665000,570000,95000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-01-17,2025-02-14,16,28
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,12,200000,2400000,11,10,11,1,110000,1100000,1210000,-110000,-10.0,Bogotá,Nublado,Sobrecosto,2025-01-14,2025-03-03,13,48
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación closet,MDF,Unidad,19,200000,3800000,7,6,7,1,110000,660000,770000,-110000,-16.666666666666664,Bogotá,Nublado,Sobrecosto,2025-01-18,2025-01-22,17,4
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Acueducto,Punto agua,Punto,7,140000,980000,16,20,16,-4,120000,2400000,1920000,480000,20.0,Bogotá,Soleado,Ahorro,2025-01-19,2025-02-20,18,32
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,6,180000,1080000,18,17,18,1,120000,2040000,2160000,-120000,-5.88235294117647,Bogotá,Lluvia,Sobrecosto,2025-01-25,2025-03-15,24,49
5,Residencial Jardines del Sur,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,5,250000,1250000,5,6,5,-1,95000,570000,475000,95000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-01-21,2025-03-03,20,41
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,4,300000,1200000,8,9,8,-1,100000,900000,800000,100000,11.11111111111111,Bogotá,Nublado,Ahorro,2025-01-21,2025-01-25,20,4
1,Urbanización Los Almendros,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,18,200000,3600000,10,13,10,-3,110000,1430000,1100000,330000,23.07692307692308,Bogotá,Soleado,Ahorro,2025-01-14,2025-02-21,13,38
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación closet,MDF,Unidad,14,200000,2800000,6,6,6,0,110000,660000,660000,0,0.0,Bogotá,Nublado,En presupuesto,2025-01-19,2025-03-03,18,43
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,28,28,28,0,130000,3640000,3640000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-21,2025-02-19,20,29
5,Residencial Jardines del Sur,Residencial,Cimentación,Vaciado,Concreto,m3,9,350000,3150000,22,21,22,1,130000,2730000,2860000,-130000,-4.761904761904762,Bogotá,Lluvia,Sobrecosto,2025-01-18,2025-02-09,17,22
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,8,150000,1200000,16,19,16,-3,120000,2280000,1920000,360000,15.789473684210526,Bogotá,Soleado,Ahorro,2025-01-20,2025-01-22,19,2
5,Residencial Jardines del Sur,Residencial,Instalaciones,Gas,Punto gas,Punto,5,130000,650000,18,20,18,-2,120000,2400000,2160000,240000,10.0,Bogotá,Nublado,Ahorro,2025-01-24,2025-01-28,23,4
1,Urbanización Los Almendros,Residencial,Estructura,Vaciado,Concreto,m3,12,350000,4200000,15,14,15,1,130000,1820000,1950000,-130000,-7.142857142857142,Bogotá,Nublado,Sobrecosto,2025-01-11,2025-03-05,10,53
5,Residencial Jardines del Sur,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,18,180000,3240000,10,13,10,-3,120000,1560000,1200000,360000,23.07692307692308,Bogotá,Soleado,Ahorro,2025-01-23,2025-01-17,22,-6
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,5,250000,1250000,6,6,6,0,95000,570000,570000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-13,2025-01-09,12,-4
8,Mall Gran Avenida,Comercial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,8,300000,2400000,8,10,8,-2,100000,1000000,800000,200000,20.0,Bogotá,Soleado,Ahorro,2025-01-18,2025-03-03,17,44
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Cielorraso,Drywall,Lámina,35,40000,1400000,16,16,16,0,100000,1600000,1600000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-24,2025-02-01,23,8
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,15,150000,2250000,17,19,17,-2,120000,2280000,2040000,240000,10.526315789473683,Bogotá,Soleado,Ahorro,2025-01-16,2025-02-14,15,29
3,Residencial Altos del Norte,Residencial,Estructura,Vaciado,Concreto,m3,11,350000,3850000,21,19,21,2,130000,2470000,2730000,-260000,-10.526315789473683,Bogotá,Lluvia,Sobrecosto,2025-01-16,2025-01-31,15,15
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,16,50000,800000,15,14,15,1,105000,1470000,1575000,-105000,-7.142857142857142,Bogotá,Lluvia,Sobrecosto,2025-01-24,2025-02-18,23,25
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,9,180000,1620000,16,16,16,0,120000,1920000,1920000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-27,2025-01-18,26,-9
8,Mall Gran Avenida,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,9,120000,1080000,19,21,19,-2,120000,2520000,2280000,240000,9.523809523809524,Bogotá,Soleado,Ahorro,2025-01-20,2025-01-22,19,2
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,7,350000,2450000,15,16,15,-1,130000,2080000,1950000,130000,6.25,Bogotá,Soleado,Ahorro,2025-01-16,2025-01-25,15,9
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Vaciado,Concreto,m3,5,350000,1750000,29,37,29,-8,130000,4810000,3770000,1040000,21.62162162162162,Bogotá,Soleado,Ahorro,2025-01-20,2025-03-16,19,55
6,Centro Comercial Plaza Central,Comercial,Acabados,Cielorraso,Drywall,Lámina,25,40000,1000000,17,16,17,1,100000,1600000,1700000,-100000,-6.25,Bogotá,Lluvia,Sobrecosto,2025-01-25,2025-02-15,24,21
9,Centro Empresarial Nova,Comercial,Acabados,Estuco,Estuco plástico,Bulto,19,30000,570000,10,12,10,-2,95000,1140000,950000,190000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-01-23,2025-02-26,22,34
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Pintura,Pintura,Galón,5,90000,450000,17,19,17,-2,90000,1710000,1530000,180000,10.526315789473683,Bogotá,Nublado,Ahorro,2025-01-22,2025-03-10,21,47
0,Conjunto Residencial Marsella,Residencial,Estructura,Armado,Acero,Kg,85,4500,382500,23,20,23,3,130000,2600000,2990000,-390000,-15.0,Bogotá,Lluvia,Sobrecosto,2025-01-14,2025-03-04,13,49
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,7,250000,1750000,6,6,6,0,95000,570000,570000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-29,2025-02-28,28,30
9,Centro Empresarial Nova,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,8,250000,2000000,3,3,3,0,95000,285000,285000,0,0.0,Bogotá,Nublado,En presupuesto,2025-01-21,2025-01-09,20,-12
4,Conjunto Horizonte Verde,Residencial,Acabados,Estuco,Estuco plástico,Bulto,20,30000,600000,13,12,13,1,95000,1140000,1235000,-95000,-8.333333333333332,Bogotá,Nublado,Sobrecosto,2025-01-26,2025-02-12,25,17
1,Urbanización Los Almendros,Residencial,Acabados,Estuco,Estuco plástico,Bulto,12,30000,360000,14,17,14,-3,95000,1615000,1330000,285000,17.647058823529413,Bogotá,Soleado,Ahorro,2025-01-17,2025-03-02,16,44
9,Centro Empresarial Nova,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,6,250000,1500000,6,6,6,0,95000,570000,570000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-25,2025-01-28,24,3
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación closet,MDF,Unidad,20,200000,4000000,8,8,8,0,110000,880000,880000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-29,2025-02-22,28,24
9,Centro Empresarial Nova,Comercial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,5,300000,1500000,8,10,8,-2,100000,1000000,800000,200000,20.0,Bogotá,Nublado,Ahorro,2025-01-21,2025-01-11,20,-10
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,8,8,8,0,110000,880000,880000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-23,2025-01-16,22,-7
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,6,250000,1500000,4,4,4,0,95000,380000,380000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-18,2025-01-30,17,12
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,5,5,5,0,110000,550000,550000,0,0.0,Bogotá,Nublado,En presupuesto,2025-01-20,2025-02-12,19,23
9,Centro Empresarial Nova,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,6,180000,1080000,11,11,11,0,120000,1320000,1320000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-27,2025-03-01,26,33
5,Residencial Jardines del Sur,Residencial,Cimentación,Vaciado,Concreto,m3,14,350000,4900000,22,27,22,-5,130000,3510000,2860000,650000,18.51851851851852,Bogotá,Soleado,Ahorro,2025-01-21,2025-02-26,20,36
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,6,350000,2100000,29,32,29,-3,130000,4160000,3770000,390000,9.375,Bogotá,Soleado,Ahorro,2025-01-17,2025-03-20,16,62
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,7,90000,630000,11,11,11,0,90000,990000,990000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-20,2025-03-01,19,40
6,Centro Comercial Plaza Central,Comercial,Acabados,Estuco,Estuco plástico,Bulto,18,30000,540000,14,13,14,1,95000,1235000,1330000,-95000,-7.6923076923076925,Bogotá,Lluvia,Sobrecosto,2025-01-30,2025-01-31,29,1
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,15,200000,3000000,14,12,14,2,110000,1320000,1540000,-220000,-16.666666666666664,Bogotá,Lluvia,Sobrecosto,2025-01-23,2025-01-17,22,-6
9,Centro Empresarial Nova,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,9,250000,2250000,5,4,5,1,95000,380000,475000,-95000,-25.0,Bogotá,Lluvia,Sobrecosto,2025-01-22,2025-01-15,21,-7
6,Centro Comercial Plaza Central,Comercial,Estructura,Armado,Acero,Kg,87,4500,391500,18,20,18,-2,130000,2600000,2340000,260000,10.0,Bogotá,Soleado,Ahorro,2025-01-31,2025-01-30,30,-1
3,Residencial Altos del Norte,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,13,150000,1950000,13,15,13,-2,120000,1800000,1560000,240000,13.333333333333334,Bogotá,Soleado,Ahorro,2025-01-15,2025-01-20,14,5
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,6,180000,1080000,11,10,11,1,120000,1200000,1320000,-120000,-10.0,Bogotá,Lluvia,Sobrecosto,2025-01-19,2025-03-10,18,50
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Estuco,Estuco plástico,Bulto,21,30000,630000,9,11,9,-2,95000,1045000,855000,190000,18.181818181818183,Bogotá,Soleado,Ahorro,2025-01-17,2025-01-18,16,1
1,Urbanización Los Almendros,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,8,250000,2000000,5,5,5,0,95000,475000,475000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-17,2025-02-01,16,15
9,Centro Empresarial Nova,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,9,250000,2250000,6,7,6,-1,95000,665000,570000,95000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-01-26,2025-03-02,25,35
0,Conjunto Residencial Marsella,Residencial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,19,19,19,0,130000,2470000,2470000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-22,2025-02-20,21,29
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Armado,Acero,Kg,120,4500,540000,24,26,24,-2,130000,3380000,3120000,260000,7.6923076923076925,Bogotá,Soleado,Ahorro,2025-01-20,2025-03-06,19,45
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,23,24,23,-1,130000,3120000,2990000,130000,4.166666666666666,Bogotá,Nublado,Ahorro,2025-01-23,2025-03-19,22,55
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,88,4500,396000,18,17,18,1,130000,2210000,2340000,-130000,-5.88235294117647,Bogotá,Lluvia,Sobrecosto,2025-01-24,2025-02-12,23,19
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Armado,Acero,Kg,101,4500,454500,28,25,28,3,130000,3250000,3640000,-390000,-12.0,Bogotá,Lluvia,Sobrecosto,2025-01-25,2025-02-22,24,28
0,Conjunto Residencial Marsella,Residencial,Cimentación,Vaciado,Concreto,m3,9,350000,3150000,20,23,20,-3,130000,2990000,2600000,390000,13.043478260869565,Bogotá,Nublado,Ahorro,2025-01-20,2025-02-10,19,21
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación closet,MDF,Unidad,12,200000,2400000,7,7,7,0,110000,770000,770000,0,0.0,Bogotá,Nublado,En presupuesto,2025-01-22,2025-02-19,21,28
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,15,200000,3000000,8,10,8,-2,110000,1100000,880000,220000,20.0,Bogotá,Soleado,Ahorro,2025-01-24,2025-02-22,23,29
3,Residencial Altos del Norte,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,20,180000,3600000,19,18,19,1,120000,2160000,2280000,-120000,-5.555555555555555,Bogotá,Lluvia,Sobrecosto,2025-01-19,2025-03-04,18,44
1,Urbanización Los Almendros,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,5,180000,900000,18,18,18,0,120000,2160000,2160000,0,0.0,Bogotá,Nublado,En presupuesto,2025-01-14,2025-01-19,13,5
9,Centro Empresarial Nova,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,15,120000,1800000,19,19,19,0,120000,2280000,2280000,0,0.0,Bogotá,Nublado,En presupuesto,2025-01-26,2025-02-09,25,14
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Gas,Punto gas,Punto,18,130000,2340000,19,17,19,2,120000,2040000,2280000,-240000,-11.76470588235294,Bogotá,Lluvia,Sobrecosto,2025-01-27,2025-02-19,26,23
8,Mall Gran Avenida,Comercial,Estructura,Armado,Acero,Kg,116,4500,522000,25,30,25,-5,130000,3900000,3250000,650000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-01-20,2025-03-26,19,65
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,109,4500,490500,21,20,21,1,130000,2600000,2730000,-130000,-5.0,Bogotá,Nublado,Sobrecosto,2025-01-19,2025-02-07,18,19
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación closet,MDF,Unidad,13,200000,2600000,11,13,11,-2,110000,1430000,1210000,220000,15.384615384615383,Bogotá,Soleado,Ahorro,2025-01-31,2025-03-03,30,31
9,Centro Empresarial Nova,Comercial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,2,300000,600000,9,9,9,0,100000,900000,900000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-29,2025-02-04,28,6
9,Centro Empresarial Nova,Comercial,Acabados,Pintura,Pintura,Galón,9,90000,810000,16,19,16,-3,90000,1710000,1440000,270000,15.789473684210526,Bogotá,Nublado,Ahorro,2025-01-28,2025-02-07,27,10
4,Conjunto Horizonte Verde,Residencial,Acabados,Estuco,Estuco plástico,Bulto,27,30000,810000,12,12,12,0,95000,1140000,1140000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-30,2025-02-03,29,4
5,Residencial Jardines del Sur,Residencial,Acabados,Enchape,Cerámica,m2,40,50000,2000000,17,18,17,-1,105000,1890000,1785000,105000,5.555555555555555,Bogotá,Soleado,Ahorro,2025-01-31,2025-01-30,30,-1
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,6,350000,2100000,26,23,26,3,130000,2990000,3380000,-390000,-13.043478260869565,Bogotá,Lluvia,Sobrecosto,2025-01-25,2025-03-16,24,50
1,Urbanización Los Almendros,Residencial,Cimentación,Armado,Acero,Kg,85,4500,382500,26,26,26,0,130000,3380000,3380000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-18,2025-02-19,17,32
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,4,300000,1200000,8,7,8,1,100000,700000,800000,-100000,-14.285714285714285,Bogotá,Lluvia,Sobrecosto,2025-01-19,2025-01-28,18,9
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación closet,MDF,Unidad,5,200000,1000000,7,7,7,0,110000,770000,770000,0,0.0,Bogotá,Nublado,En presupuesto,2025-01-21,2025-02-28,20,38
3,Residencial Altos del Norte,Residencial,Estructura,Armado,Acero,Kg,92,4500,414000,15,19,15,-4,130000,2470000,1950000,520000,21.052631578947366,Bogotá,Nublado,Ahorro,2025-01-19,2025-01-29,18,10
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,97,4500,436500,22,25,22,-3,130000,3250000,2860000,390000,12.0,Bogotá,Nublado,Ahorro,2025-01-20,2025-03-23,19,62
0,Conjunto Residencial Marsella,Residencial,Cimentación,Vaciado,Concreto,m3,5,350000,1750000,24,21,24,3,130000,2730000,3120000,-390000,-14.285714285714285,Bogotá,Lluvia,Sobrecosto,2025-01-23,2025-02-24,22,32
5,Residencial Jardines del Sur,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,20,200000,4000000,10,11,10,-1,110000,1210000,1100000,110000,9.090909090909092,Bogotá,Soleado,Ahorro,2025-01-29,2025-02-10,28,12
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación closet,MDF,Unidad,19,200000,3800000,8,9,8,-1,110000,990000,880000,110000,11.11111111111111,Bogotá,Nublado,Ahorro,2025-01-24,2025-02-21,23,28
3,Residencial Altos del Norte,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,12,150000,1800000,11,10,11,1,120000,1200000,1320000,-120000,-10.0,Bogotá,Lluvia,Sobrecosto,2025-01-26,2025-01-30,25,4
1,Urbanización Los Almendros,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,13,120000,1560000,16,17,16,-1,120000,2040000,1920000,120000,5.88235294117647,Bogotá,Soleado,Ahorro,2025-01-21,2025-02-13,20,23
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,16,180000,2880000,12,12,12,0,120000,1440000,1440000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-28,2025-02-08,27,11
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Gas,Punto gas,Punto,14,130000,1820000,14,13,14,1,120000,1560000,1680000,-120000,-7.6923076923076925,Bogotá,Lluvia,Sobrecosto,2025-01-26,2025-03-06,25,39
8,Mall Gran Avenida,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,4,250000,1000000,4,5,4,-1,95000,475000,380000,95000,20.0,Bogotá,Soleado,Ahorro,2025-01-27,2025-02-22,26,26
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,8,300000,2400000,6,7,6,-1,100000,700000,600000,100000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-01-21,2025-02-03,20,13
5,Residencial Jardines del Sur,Residencial,Estructura,Armado,Acero,Kg,104,4500,468000,15,15,15,0,130000,1950000,1950000,0,0.0,Bogotá,Nublado,En presupuesto,2025-01-25,2025-02-25,24,31
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,17,16,17,1,130000,2080000,2210000,-130000,-6.25,Bogotá,Nublado,Sobrecosto,2025-02-02,2025-03-09,32,35
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,7,350000,2450000,19,17,19,2,130000,2210000,2470000,-260000,-11.76470588235294,Bogotá,Lluvia,Sobrecosto,2025-01-31,2025-01-30,30,-1
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,6,200000,1200000,13,13,13,0,110000,1430000,1430000,0,0.0,Bogotá,Nublado,En presupuesto,2025-02-03,2025-01-29,33,-5
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,5,250000,1250000,6,8,6,-2,95000,760000,570000,190000,25.0,Bogotá,Soleado,Ahorro,2025-01-22,2025-02-10,21,19
3,Residencial Altos del Norte,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,7,250000,1750000,4,4,4,0,95000,380000,380000,0,0.0,Bogotá,Soleado,En presupuesto,2025-01-23,2025-01-12,22,-11
5,Residencial Jardines del Sur,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,2,250000,500000,6,6,6,0,95000,570000,570000,0,0.0,Bogotá,Nublado,En presupuesto,2025-01-31,2025-02-27,30,27
1,Urbanización Los Almendros,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,9,200000,1800000,14,13,14,1,110000,1430000,1540000,-110000,-7.6923076923076925,Bogotá,Lluvia,Sobrecosto,2025-01-18,2025-01-18,17,0
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,5,250000,1250000,5,6,5,-1,95000,570000,475000,95000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-01-24,2025-01-30,23,6
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,104,4500,468000,17,20,17,-3,130000,2600000,2210000,390000,15.0,Bogotá,Soleado,Ahorro,2025-01-23,2025-01-26,22,3
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,26,29,26,-3,130000,3770000,3380000,390000,10.344827586206897,Bogotá,Soleado,Ahorro,2025-01-25,2025-01-28,24,3
5,Residencial Jardines del Sur,Residencial,Acabados,Enchape,Cerámica,m2,43,50000,2150000,18,21,18,-3,105000,2205000,1890000,315000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-02-01,2025-02-18,31,17
